image,detected_classes,max_confidence,max_damage_area_percent,road_health_score,condition
China_Drone_000022.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000023.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000025.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000032.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000038.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000045.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000047.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000053.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000059.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000063.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000065.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000076.jpg,"1,1",0.696,3.78,96.32,GOOD
China_Drone_000093.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000099.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000100.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000102.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000106.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000108.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000117.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000120.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000126.jpg,"1,1,1,1,1,1,1,1,1,1",0.961,4.68,93.7,GOOD
China_Drone_000141.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000143.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000148.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000152.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000156.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000158.jpg,1,0.707,2.15,97.87,GOOD
China_Drone_000159.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000169.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000174.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000180.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000188.jpg,"1,1",0.848,2.65,96.86,GOOD
China_Drone_000211.jpg,1,0.673,2.12,98.0,GOOD
China_Drone_000213.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000227.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000229.jpg,1,0.728,1.98,97.98,GOOD
China_Drone_000242.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000247.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000251.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000270.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000277.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000285.jpg,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",0.983,20.12,72.33,MODERATE
China_Drone_000288.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000291.jpg,1,0.715,2.34,97.66,GOOD
China_Drone_000292.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000297.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000299.jpg,"1,1,1,1,1,1",0.854,3.02,96.39,GOOD
China_Drone_000304.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000307.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000308.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000314.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000332.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000337.jpg,"1,1,1,1",0.943,1.84,97.57,GOOD
China_Drone_000343.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000348.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000354.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000361.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000365.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000369.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000372.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000380.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000382.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000392.jpg,"1,1,1,1,1",0.845,2.85,96.62,GOOD
China_Drone_000394.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000395.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000400.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000401.jpg,"1,1,1,1,1",0.823,2.48,97.15,GOOD
China_Drone_000404.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000408.jpg,1,0.834,2.28,97.34,GOOD
China_Drone_000411.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000413.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000420.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000421.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000428.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000433.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000444.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000446.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000451.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000480.jpg,"1,1,1,1,1,1,1",0.883,2.24,97.23,GOOD
China_Drone_000482.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000483.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000487.jpg,"2,2",0.962,12.71,82.88,GOOD
China_Drone_000491.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000493.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000494.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000500.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000501.jpg,1,0.726,2.07,97.9,GOOD
China_Drone_000503.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000512.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000518.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000520.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000531.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000539.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000546.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000549.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000565.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000576.jpg,2,0.798,21.12,76.39,MODERATE
China_Drone_000577.jpg,1,0.656,2.02,98.14,GOOD
China_Drone_000602.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000605.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000617.jpg,"1,1",0.691,3.52,96.6,GOOD
China_Drone_000619.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000642.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000646.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000651.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000659.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000670.jpg,"1,1",0.702,1.95,98.08,GOOD
China_Drone_000680.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000681.jpg,"1,1",0.746,4.28,95.53,GOOD
China_Drone_000686.jpg,1,0.673,2.24,97.89,GOOD
China_Drone_000695.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000700.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000703.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000711.jpg,1,0.655,2.2,97.98,GOOD
China_Drone_000721.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000726.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000731.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000738.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000748.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000767.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000769.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000785.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000787.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000791.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000809.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000812.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000815.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000819.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000820.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000824.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000826.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000834.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000848.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000849.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000852.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000855.jpg,1,0.767,3.24,96.52,GOOD
China_Drone_000860.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000861.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000865.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000866.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000876.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000887.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000906.jpg,"1,1,1,1",0.759,2.95,96.87,GOOD
China_Drone_000924.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000928.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000931.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000933.jpg,"2,1",0.926,24.04,68.84,MODERATE
China_Drone_000934.jpg,1,0.775,2.25,97.56,GOOD
China_Drone_000938.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000940.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000942.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000943.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000946.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000952.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000962.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000973.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000979.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000980.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000981.jpg,"1,1,1,1,1",0.959,3.9,94.76,GOOD
China_Drone_000983.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000993.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000994.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_000998.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001004.jpg,"2,2,2,2,2",0.968,22.41,69.63,MODERATE
China_Drone_001007.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001014.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001021.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001024.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001026.jpg,"1,1,1,1,1,1,1",0.934,2.05,97.32,GOOD
China_Drone_001027.jpg,"1,1",0.709,2.1,97.92,GOOD
China_Drone_001034.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001041.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001042.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001050.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001053.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001055.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001056.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001070.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001072.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001073.jpg,"1,1,1",0.689,2.19,97.89,GOOD
China_Drone_001089.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001092.jpg,"1,1,1,1,1",0.902,3.26,95.89,GOOD
China_Drone_001095.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001099.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001104.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001106.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001115.jpg,"1,1",0.838,1.96,97.7,GOOD
China_Drone_001135.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001136.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001137.jpg,1,0.728,4.11,95.82,GOOD
China_Drone_001142.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001149.jpg,"1,1,1,1",0.846,1.86,97.8,GOOD
China_Drone_001153.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001176.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001178.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001179.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001182.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001187.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001196.jpg,1,0.681,2.08,98.02,GOOD
China_Drone_001202.jpg,1,0.64,2.64,97.64,GOOD
China_Drone_001208.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001212.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001218.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001222.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001223.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001237.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001241.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001242.jpg,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",0.918,1.99,97.45,GOOD
China_Drone_001245.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001249.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001250.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001251.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001253.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001255.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001271.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001281.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001290.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001305.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001310.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001325.jpg,"1,1",0.71,1.69,98.32,GOOD
China_Drone_001327.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001329.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001332.jpg,"2,2",0.857,13.06,84.34,GOOD
China_Drone_001336.jpg,"1,1,1",0.823,2.09,97.59,GOOD
China_Drone_001343.jpg,"1,1,1,1,1",0.923,4.43,94.27,GOOD
China_Drone_001367.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001369.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001376.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001381.jpg,"1,1",0.693,3.9,96.21,GOOD
China_Drone_001397.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001406.jpg,1,0.681,2.16,97.94,GOOD
China_Drone_001411.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001412.jpg,"1,1",0.854,3.67,95.61,GOOD
China_Drone_001424.jpg,"1,1",0.731,2.58,97.36,GOOD
China_Drone_001434.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001441.jpg,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",0.908,5.77,92.67,GOOD
China_Drone_001445.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001450.jpg,2,0.658,19.65,81.92,GOOD
China_Drone_001457.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001464.jpg,1,0.607,2.9,97.53,GOOD
China_Drone_001468.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001475.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001486.jpg,2,0.826,22.93,73.47,MODERATE
China_Drone_001492.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001494.jpg,1,0.642,2.55,97.71,GOOD
China_Drone_001500.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001508.jpg,1,0.613,2.33,98.0,GOOD
China_Drone_001509.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001513.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001520.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001522.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001526.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001535.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001537.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001540.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001544.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001545.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001551.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001553.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001554.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001558.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001563.jpg,1,0.807,2.07,97.66,GOOD
China_Drone_001567.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001579.jpg,1,0.671,2.01,98.11,GOOD
China_Drone_001580.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001592.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001593.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001605.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001608.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001610.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001611.jpg,"1,1,1",0.754,2.61,97.25,GOOD
China_Drone_001614.jpg,"1,1,1,1,1",0.822,2.21,97.46,GOOD
China_Drone_001625.jpg,"1,1",0.782,1.78,98.05,GOOD
China_Drone_001626.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001630.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001632.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001642.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001644.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001645.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001646.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001652.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001654.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001655.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001658.jpg,"1,1,1,1,1,1",0.934,4.23,94.47,GOOD
China_Drone_001671.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001673.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001677.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001683.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001684.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001685.jpg,1,0.847,1.87,97.78,GOOD
China_Drone_001686.jpg,2,0.642,18.25,83.59,GOOD
China_Drone_001697.jpg,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",0.948,2.76,96.34,GOOD
China_Drone_001700.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001703.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001720.jpg,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",0.972,2.43,96.69,GOOD
China_Drone_001725.jpg,None,0.0,0.0,100.0,GOOD
China_Drone_001726.jpg,1,0.846,2.22,97.37,GOOD
