u,v,key,health_score
1880442487,2841299372,0,78
1880442487,2841518461,0,83
1880442491,2837581659,0,78
1880442491,3502491521,0,57
1880442491,7918749160,0,65
1880442495,1880442501,0,64
1880442495,2575603070,0,54
1880442497,1880442604,0,71
1880442497,7222623345,0,51
1880442497,7222623326,0,87
1880442501,1880442495,0,85
1880442501,7954316533,0,64
1880442501,2837284983,0,87
1880442501,2837581363,0,64
1880442505,7222623273,0,50
1880442505,7222623279,0,54
1880442511,2833127507,0,95
1880442511,2833127537,0,90
1880442582,7918749237,0,53
1880442582,2837581697,0,64
1880442582,1880442596,0,54
1880442589,2833127582,0,52
1880442589,7912773542,0,71
1880442589,1880442607,0,54
1880442591,2841518733,0,82
1880442591,7222567582,0,65
1880442596,1880442582,0,67
1880442596,2837582248,0,92
1880442596,2841518707,0,81
1880442600,7915427864,0,63
1880442600,3776025969,0,84
1880442600,2839615488,0,58
1880442604,2837581889,0,96
1880442604,6146847852,0,86
1880442607,2837285169,0,86
1880442607,7912877630,0,80
1880442607,7912298356,0,65
1880442620,3776025971,0,100
1880442620,8518100575,0,80
1880442644,7222567575,0,76
1880442644,1880442646,0,62
1880442646,7222567582,0,56
1880442646,1880442782,0,56
1880442646,6146889051,0,92
1880442672,1880442644,0,77
1880442722,7912773535,0,72
1880442722,2833301299,0,77
1880442782,10017344626,0,76
1880442782,1880442646,0,79
1880442782,2837582537,0,96
1880442901,2837285412,0,53
1880442901,2837285427,0,93
1880442901,3773464483,0,91
1880442934,2837582724,0,91
1880442934,7915731634,0,56
1880442934,3776010693,0,53
1880442935,2841518910,0,75
1880442935,7912815327,0,96
1880442935,2833127689,0,71
1880442941,8851890404,0,56
1880442941,7912815325,0,65
1880442948,1880442977,0,62
1880442948,2575619524,0,62
1880442948,2575619524,1,84
1880442964,7915731634,0,78
1880442964,7915731637,0,58
1880442964,7915731640,0,77
1880442977,7942088289,0,61
1880442977,1880442948,0,67
1880442977,2837582745,0,79
1880443004,2841299748,0,65
1880443004,2837583017,0,54
1880443004,2841299760,0,78
1880443006,8354695503,0,85
1880443006,7912679466,0,56
1880443063,7928359030,0,53
1880443063,2837285678,0,91
1880443188,3774429813,0,84
1880443188,7907993608,0,50
1880443209,8361651596,0,55
1880443248,7918985618,0,98
1880443248,3001619214,0,65
1880443248,2837286592,0,60
1880443249,7928154773,0,76
1880443249,2837584148,0,81
1880443277,2837286607,0,80
1880443277,2841519498,0,63
1880443277,2841519516,0,75
1890013789,3776015548,0,53
1890013790,1890013789,0,60
1928140186,4393488921,0,74
1928140186,7963633680,0,50
1928140186,1880441488,0,74
1928140190,2283856224,0,66
1928140190,7963633655,0,100
1928140241,2839148586,0,100
1928140241,2833253547,0,79
1928140258,7978095581,0,68
1928140258,2845676972,0,77
1928140280,2839148543,0,94
1928140280,2845677189,0,96
1928140321,2839148518,0,100
1928140321,2839148413,0,85
1928140328,3776217025,0,92
1928140328,3777691601,0,95
1928140333,2839148614,0,81
1928140359,2833253557,0,59
1928140359,2839148707,0,62
1928140381,2833253555,0,68
1928140381,1928140359,0,63
1928145743,7938328006,0,53
1928145744,12628076594,0,87
1928145744,1928145743,0,97
1928154860,4655024989,0,84
1928154860,1928145743,0,53
2122647143,7888562542,0,97
2171064388,6649212598,0,70
2171064388,3430413477,0,53
2171064388,2837580670,0,53
2171064393,6649212600,0,87
2171064393,3430413478,0,80
2171064393,2841299303,0,82
2171064395,3430413480,0,83
2171064395,6649212602,0,60
2171064395,2171064397,0,53
2171064397,3430413482,0,82
2171064397,6649212603,0,55
2171064397,6649212596,0,61
2171064399,2833127314,0,54
2171064399,3430413485,0,88
2171064401,2833127337,0,54
2171064401,7911664364,0,93
2171064401,3430413483,0,65
2171064401,2171064423,0,75
2171064405,3430413484,0,57
2171064405,2833127337,0,86
2171064405,12201013538,0,65
2171064409,3430413486,0,87
2171064409,2833127345,0,88
2171064409,2833127354,0,52
2171064409,2837581357,0,89
2171064411,2833127357,0,55
2171064411,3430413594,0,76
2171064411,2837581351,0,92
2171064411,4160437056,0,87
2171064411,3430413488,0,86
2171064423,2171064401,0,83
2171064423,7911697770,0,70
2171064423,13607010453,0,66
2171115892,3078481707,0,63
2171115892,2839148420,0,92
2171115892,2839148452,0,95
2171115892,2171115899,0,70
2171115899,3776216965,0,65
2171115899,7872530343,0,66
2171115899,2171115892,0,75
2282190156,2283856222,0,58
2282190156,8518172786,0,92
2282190194,2283856249,0,91
2282190200,2282190208,0,69
2282190200,3777691608,0,79
2282190202,3777691603,0,70
2282190202,7963633652,0,98
2282190208,3430413418,0,54
2282190221,7963633680,0,50
2282190221,7937864609,0,79
2282190223,1880441490,0,89
2282190223,2839149029,0,86
2282190275,3774525579,0,56
2282190275,7871296975,0,54
2282190281,1928140333,0,84
2282190281,7871296976,0,63
2282190367,7888562541,0,82
2282190367,3777691624,0,66
2282190412,3776015552,0,58
2282190412,8518063530,0,72
2283856216,7963633658,0,54
2283856216,2283856222,0,65
2283856222,2283856243,0,73
2283856224,2283856216,0,68
2283856243,2282190194,0,60
2283856243,7963633675,0,78
2283856245,3777721158,0,84
2283856245,2283856224,0,95
2283856249,7963633652,0,69
2283856249,2282190208,0,89
2283890872,6154157008,0,91
2283890872,1928140321,0,83
2283890944,2837285166,0,50
2283890944,3773265064,0,92
2283890945,2837285199,0,85
2283890945,2837285148,0,69
2283890956,7915612554,0,92
2283890956,2837285411,0,56
2290328266,1880441902,0,58
2290328266,2290328268,0,66
2290328268,2841299280,0,57
2290328268,2841299287,0,56
2290328268,2290328266,0,97
2290328268,1880441808,0,85
2290328280,2841299267,0,59
2290328280,1880441791,0,67
2290328281,2841299293,0,68
2290328281,2841299282,0,88
2290328285,2841299280,0,63
2290328285,2290328280,0,95
2290328286,1880441902,0,71
2290328286,8837318296,0,63
2290328286,2841299287,0,93
2294633454,2294633455,0,90
2294633454,4393288466,0,66
2294633454,2833253614,0,82
2294633455,2839148906,0,81
2294633455,2294633454,0,66
2294633455,2839148921,0,53
2294633474,3496451365,0,55
2294633474,2839149363,0,90
2294633478,1880441762,0,77
2294633478,2837284096,0,67
2294633478,3485765663,0,52
2418718368,2837579609,0,50
2418718368,7871539669,0,71
2418718371,7963633675,0,99
2418718371,2833253583,0,58
2418718371,4393288455,0,90
2418718372,12204714164,0,66
2418718372,8375454330,0,60
2418718378,2837579621,0,97
2418718378,2837579630,0,78
2418718378,4166979711,0,85
2418718378,2837579673,0,95
2418718379,2418718380,0,77
2418718379,4393288466,0,85
2418718379,2839148788,0,50
2418718380,4649904928,0,57
2418718380,2418718379,0,54
2418718380,2839148813,0,94
2418718381,7919206784,0,59
2418718381,2418718382,0,84
2418718381,2837579693,0,52
2418718382,2418718381,0,73
2418718382,2843657416,0,87
2418718382,7871304689,0,85
2418718390,7919229990,0,59
2418718390,2837580023,0,77
2575431674,660699662,0,58
2575448004,2837581819,0,52
2575448004,2837581805,0,69
2575448004,2837581691,0,73
2575448004,7941659615,0,100
2575448005,2837580512,0,52
2575448005,7941659608,0,72
2575448005,2575448039,0,63
2575448005,11047567903,0,93
2575448008,2837580658,0,65
2575448008,2575448036,0,92
2575448008,2837580632,0,56
2575448010,7941659610,0,72
2575448010,2837581150,0,99
2575448010,2575603080,0,85
2575448014,2837284962,0,76
2575448014,2575448021,0,89
2575448014,2837284950,0,97
2575448015,2837581805,0,59
2575448015,2837284985,0,65
2575448015,2837581850,0,60
2575448016,2833127099,0,61
2575448016,2841299306,0,76
2575448016,2841299320,0,51
2575448020,2575448032,0,61
2575448020,2837580619,0,97
2575448020,2837580574,0,71
2575448021,2575448014,0,100
2575448021,2837284945,0,76
2575448021,2575448058,0,92
2575448021,2837284934,0,97
2575448022,2833127310,0,65
2575448022,2833127099,0,67
2575448022,2841299322,0,60
2575448030,2575448042,0,100
2575448030,2841299322,0,94
2575448030,2833127084,0,56
2575448031,2841299240,0,74
2575448031,11238201272,0,52
2575448031,2833127056,0,80
2575448032,2837580632,0,64
2575448032,2575448020,0,62
2575448032,7416451127,0,79
2575448036,2841299312,0,72
2575448036,2841299325,0,69
2575448036,2575448008,0,100
2575448036,2841299308,0,64
2575448039,2575448052,0,64
2575448039,2575448005,0,51
2575448039,2841299279,0,92
2575448039,11047567903,0,62
2575448042,2837580688,0,75
2575448042,2575448030,0,71
2575448042,2575603071,0,67
2575448046,7941659598,0,54
2575448046,7941659608,0,99
2575448047,2837581172,0,67
2575448047,2575448062,0,72
2575448047,2837581301,0,91
2575448051,2837580532,0,82
2575448051,2833127056,0,75
2575448051,7416451128,0,93
2575448052,2575448039,0,84
2575448052,2833127081,0,71
2575448052,2841299289,0,51
2575448054,2575448058,0,57
2575448054,2841299367,0,66
2575448054,2837284935,0,61
2575448057,2837582077,0,87
2575448057,2837581870,0,66
2575448058,2575448021,0,52
2575448058,2575448054,0,56
2575448058,2841299370,0,88
2575448058,2837284961,0,77
2575448060,12198693354,0,72
2575448060,2833127310,0,96
2575448060,2837581125,0,100
2575448061,2837580611,0,70
2575448061,3777946640,0,77
2575448061,2841299306,0,88
2575448061,7941711836,0,82
2575448062,2575448047,0,57
2575448062,2837581195,0,74
2575448062,2837581164,0,86
2575597679,3773464313,0,62
2575597679,3773464303,0,66
2575597679,3773464312,0,52
2575598095,2837284989,0,95
2575598095,2837284949,0,77
2575598095,3430413601,0,50
2575599577,3777946267,0,83
2575599577,7916513484,0,84
2575603057,2575620248,0,93
2575603057,2575622000,0,96
2575603057,13606931476,0,97
2575603061,2837284932,0,97
2575603061,2837284931,0,92
2575603061,2575603092,0,62
2575603061,2837284939,0,73
2575603068,2575622000,0,77
2575603068,2575621713,0,54
2575603068,2841299527,0,92
2575603070,2575621723,0,71
2575603070,7941892812,0,89
2575603070,2841299502,0,70
2575603071,2837284928,0,92
2575603071,2575603095,0,57
2575603071,2575448042,0,96
2575603076,2575603247,0,69
2575603076,2290328281,0,82
2575603080,2575448010,0,69
2575603080,2837284932,0,92
2575603080,12198693355,0,76
2575603080,2837284945,0,70
2575603081,2575603248,0,75
2575603081,2837580919,0,94
2575603081,2575603247,0,68
2575603085,2575603094,0,85
2575603085,2837580919,0,58
2575603085,2837580671,0,62
2575603085,2837284926,0,76
2575603086,2575608321,0,92
2575603086,2837581350,0,74
2575603092,2575603061,0,93
2575603092,2837580969,0,97
2575603092,2837284927,0,61
2575603094,2837284930,0,89
2575603094,2837284929,0,86
2575603094,2575603085,0,69
2575603094,2841299346,0,75
2575603095,12198693355,0,85
2575603095,2575603071,0,50
2575603095,2833127310,0,69
2575603247,2575603076,0,68
2575603247,2575603835,0,63
2575603247,2575603081,0,77
2575603248,2575603677,0,100
2575603248,1880442379,0,87
2575603677,2575603835,0,88
2575603677,2575603248,0,91
2575603677,2575603834,0,70
2575603834,2575603677,0,79
2575603834,2575603842,0,78
2575603834,9725832531,0,78
2575603835,9725832531,0,93
2575603835,2575603247,0,63
2575603835,2575603677,0,82
2575603842,1880442495,0,80
2575603842,2575603834,0,100
2575606149,2837581826,0,100
2575606149,2575606151,0,97
2575606151,2575608321,0,60
2575606151,2837581348,0,92
2575606151,2841299346,0,55
2575606151,2575606149,0,68
2575608298,2575608325,0,82
2575608298,2575608314,0,92
2575608298,3430413629,0,90
2575608300,2837285131,0,89
2575608300,2575608302,0,71
2575608300,2575621716,0,55
2575608302,2575611206,0,98
2575608302,2575615520,0,65
2575608302,2575608300,0,93
2575608306,2841299524,0,69
2575608306,7954368311,0,64
2575608306,3430413627,0,62
2575608306,2841299513,0,59
2575608308,2575611206,0,51
2575608308,3430413631,0,52
2575608308,2837285138,0,65
2575608314,2575608298,0,80
2575608314,2575611213,0,89
2575608314,2837285167,0,99
2575608317,2575615517,0,54
2575608317,2575621997,0,79
2575608317,2837582271,0,76
2575608317,2575615520,0,90
2575608321,2575603086,0,86
2575608321,2575606151,0,62
2575608321,2837581363,0,95
2575608321,2841299343,0,94
2575608325,3430413631,0,74
2575608325,2575608298,0,81
2575608325,3430413633,0,75
2575608325,3430413628,0,65
2575611206,2575608302,0,59
2575611206,2575608308,0,91
2575611206,2575611207,0,94
2575611207,2575611206,0,50
2575611207,3430413632,0,98
2575611207,2841299557,0,99
2575611208,2837285134,0,56
2575611208,2837285128,0,99
2575611208,2575611213,0,77
2575611208,2837285136,0,64
2575611209,2837285104,0,61
2575611209,7954366861,0,94
2575611209,7954316533,0,83
2575611211,2837285104,0,79
2575611211,2837285116,0,53
2575611211,2837284993,0,85
2575611212,2837285177,0,65
2575611212,2575612011,0,57
2575611212,2575626611,0,79
2575611213,2575611208,0,58
2575611213,2575608314,0,79
2575611213,3430413629,0,92
2575611999,2575612019,0,83
2575611999,2837582542,0,85
2575611999,2575627117,0,88
2575612000,2575634841,0,70
2575612000,2575612019,0,98
2575612000,2575626613,0,78
2575612011,2575626604,0,89
2575612011,2575630204,0,96
2575612011,2575611212,0,82
2575612012,2837582755,0,77
2575612012,2575636333,0,85
2575612012,2837582778,0,78
2575612013,2575636013,0,60
2575612013,2837582778,0,97
2575612013,2841299736,0,80
2575612019,2575612000,0,78
2575612019,2575611999,0,66
2575612019,7941961015,0,98
2575612019,2841299623,0,65
2575613667,2575619512,0,90
2575613667,2575619518,0,67
2575613667,7942088308,0,99
2575613667,2575620233,0,99
2575613677,2575636336,0,83
2575613677,2575634832,0,81
2575613686,2841299761,0,90
2575613686,2837583304,0,65
2575613686,7942039561,0,67
2575615510,2575620236,0,78
2575615510,2575620231,0,54
2575615510,7941892802,0,95
2575615510,2575620250,0,68
2575615511,2575621997,0,65
2575615511,2575615515,0,67
2575615511,2575621993,0,71
2575615513,2575619524,0,70
2575615513,2575620235,0,84
2575615513,2575620236,0,55
2575615514,2575621993,0,58
2575615514,2575615519,0,59
2575615514,2575621720,0,64
2575615514,2837285260,0,74
2575615515,2575621721,0,94
2575615515,2575621718,0,59
2575615515,2575615511,0,95
2575615515,2575621717,0,63
2575615517,2837582255,0,54
2575615517,2575608317,0,76
2575615517,2837582517,0,76
2575615519,2575615514,0,71
2575615519,13605278587,0,84
2575615519,2575622001,0,79
2575615519,2575622003,0,76
2575615520,2575621718,0,53
2575615520,2575608317,0,63
2575615520,2575608302,0,76
2575619507,2575619513,0,74
2575619507,2575619510,0,99
2575619507,2575620248,0,87
2575619508,2575620231,0,94
2575619508,2575620235,0,51
2575619508,2575620233,0,98
2575619508,2575619521,0,86
2575619509,2575619512,0,74
2575619509,2575619520,0,80
2575619509,2837582575,0,50
2575619509,7942088308,0,72
2575619510,2575619507,0,69
2575619510,2575619517,0,98
2575619510,2575620249,0,74
2575619510,2575619515,0,76
2575619512,2575619509,0,84
2575619512,2575619515,0,97
2575619512,2575613667,0,97
2575619512,2575619517,0,84
2575619513,2575619523,0,88
2575619513,2575619507,0,64
2575619513,2575619515,0,81
2575619514,3773002143,0,64
2575619514,2575620249,0,67
2575619514,2575619517,0,77
2575619514,13605278587,0,81
2575619515,2575619512,0,51
2575619515,2575619513,0,74
2575619515,2575619510,0,71
2575619515,2575619518,0,92
2575619516,2837582568,0,93
2575619516,2575619520,0,75
2575619516,2575619522,0,96
2575619517,2575619510,0,60
2575619517,2837582564,0,79
2575619517,2575619512,0,58
2575619517,2575619514,0,89
2575619518,2575619515,0,84
2575619518,2575620237,0,51
2575619518,2575619523,0,75
2575619518,2575613667,0,87
2575619520,2837582564,0,86
2575619520,2575619509,0,92
2575619520,2575619516,0,51
2575619521,2575620234,0,55
2575619521,2575620232,0,91
2575619521,7942088311,0,77
2575619521,2575619508,0,58
2575619522,2575619516,0,79
2575619522,3773002144,0,61
2575619522,2837582573,0,53
2575619523,13606952669,0,66
2575619523,2575619513,0,74
2575619523,2575619518,0,70
2575619524,2575615513,0,63
2575619524,2575620234,0,79
2575619524,1880442948,0,70
2575619524,1880442948,1,71
2575620231,2575619508,0,98
2575620231,2575620237,0,74
2575620231,2575615510,0,67
2575620232,2575620233,0,98
2575620232,2575619521,0,76
2575620232,7942088308,0,66
2575620233,2575620232,0,55
2575620233,2575619508,0,80
2575620233,2575620237,0,51
2575620233,2575613667,0,97
2575620234,2575620235,0,84
2575620234,2575619524,0,53
2575620234,2575619521,0,72
2575620234,2833127682,0,64
2575620235,2575620234,0,91
2575620235,2575620236,0,54
2575620235,2575615513,0,99
2575620235,2575619508,0,91
2575620236,2575615510,0,52
2575620236,2575620235,0,98
2575620236,2575615513,0,51
2575620237,2841299564,0,65
2575620237,2575619518,0,62
2575620237,2575620231,0,51
2575620237,2575620233,0,89
2575620248,2575603057,0,59
2575620248,2575620249,0,65
2575620248,2575619507,0,58
2575620248,2841299549,0,80
2575620249,2575619514,0,92
2575620249,2575620248,0,57
2575620249,13605278587,0,86
2575620249,2575619510,0,63
2575620250,12200997204,0,79
2575620250,2575620353,0,94
2575620250,2575615510,0,66
2575620353,12200997205,0,99
2575620353,7941892810,0,73
2575620353,2575620250,0,60
2575621712,2575621717,0,88
2575621712,2575621716,0,88
2575621712,2575621718,0,97
2575621712,2575621723,0,95
2575621713,2575603068,0,57
2575621713,2575621719,0,99
2575621713,2575621724,0,60
2575621714,2575621717,0,69
2575621714,2575621719,0,56
2575621714,2575621723,0,87
2575621716,2575621712,0,51
2575621716,2575608300,0,69
2575621716,2841299502,0,86
2575621717,2575615515,0,93
2575621717,2575621714,0,74
2575621717,2575621722,0,75
2575621717,2575621712,0,95
2575621718,2575615515,0,62
2575621718,2575615520,0,54
2575621718,2575621997,0,87
2575621718,2575621712,0,94
2575621719,2575621713,0,90
2575621719,2575621722,0,65
2575621719,2575621714,0,56
2575621720,2575622001,0,94
2575621720,2575621721,0,99
2575621720,2575615514,0,69
2575621720,2575621724,0,93
2575621721,2575621720,0,88
2575621721,2575615515,0,57
2575621721,2575621993,0,100
2575621721,2575621722,0,86
2575621722,2575621724,0,100
2575621722,2575621717,0,52
2575621722,2575621721,0,72
2575621722,2575621719,0,84
2575621723,2575603070,0,77
2575621723,2575621714,0,92
2575621723,2575621712,0,73
2575621724,2575621713,0,54
2575621724,2575621722,0,82
2575621724,2575621720,0,91
2575621993,2575615514,0,71
2575621993,2837582273,0,50
2575621993,2575621721,0,76
2575621993,2575615511,0,81
2575621997,2575608317,0,56
2575621997,2575615511,0,77
2575621997,2575621718,0,73
2575621999,7942133088,0,90
2575621999,3773002143,0,79
2575621999,2575622003,0,95
2575622000,2575603068,0,59
2575622000,2575622001,0,77
2575622000,2575603057,0,61
2575622001,13606931476,0,96
2575622001,2575621720,0,83
2575622001,2575615519,0,91
2575622001,2575622000,0,67
2575622003,2837285260,0,89
2575622003,2575621999,0,84
2575622003,2575615519,0,99
2575626604,2575626607,0,80
2575626604,2575612011,0,79
2575626604,2575626605,0,77
2575626605,2837582552,0,96
2575626605,2837582516,0,87
2575626605,2575626604,0,67
2575626605,2837582565,0,70
2575626606,2837582552,0,65
2575626606,7941961013,0,55
2575626606,7941961015,0,67
2575626607,2575626604,0,78
2575626607,2837582258,0,65
2575626607,2837582292,0,98
2575626611,2575611212,0,79
2575626611,2837582255,0,86
2575626611,2837582258,0,89
2575626613,7941961015,0,92
2575626613,7941961022,0,74
2575626613,2575612000,0,71
2575626613,7941961027,0,51
2575627117,2841299623,0,81
2575627117,2575627125,0,70
2575627117,2575611999,0,61
2575627117,2575634843,0,81
2575627118,2575627125,0,63
2575627118,2575630200,0,72
2575627118,2575634845,0,66
2575627118,2575634831,0,71
2575627120,2575627122,0,67
2575627120,2575636332,0,88
2575627120,2575634839,0,94
2575627120,2575636333,0,67
2575627122,2575627120,0,85
2575627122,7941961026,0,50
2575627122,2575634841,0,83
2575627124,2575636334,0,62
2575627124,2575636336,0,55
2575627124,2575634833,0,65
2575627125,2575627117,0,96
2575627125,2575627118,0,76
2575627125,2575634835,0,81
2575627125,2575634837,0,85
2575630200,2575627118,0,98
2575630200,12618180522,0,65
2575630200,2575630202,0,94
2575630200,2575630204,0,80
2575630202,2575630200,0,91
2575630202,10807028567,0,95
2575630204,2575630200,0,81
2575630204,2575634845,0,78
2575630204,2575612011,0,100
2575634831,2575627118,0,51
2575634831,2575630202,0,55
2575634832,2575634833,0,68
2575634832,2575634838,0,64
2575634833,2841299650,0,75
2575634833,2575634832,0,94
2575634833,2575627124,0,65
2575634833,2575634843,0,69
2575634835,2837582516,0,92
2575634835,2575627125,0,87
2575634835,2837582542,0,73
2575634837,2575627125,0,80
2575634837,2575634831,0,85
2575634838,2837582553,0,83
2575634838,2575634843,0,72
2575634838,2575634837,0,77
2575634839,2575634841,0,97
2575634839,2841299650,0,85
2575634839,2575627120,0,71
2575634839,2841299623,0,72
2575634841,2575612000,0,94
2575634841,2575634839,0,79
2575634841,2575627122,0,67
2575634843,2575634833,0,69
2575634843,2575634838,0,66
2575634843,2575627117,0,64
2575634845,2575627118,0,57
2575634845,2837582516,0,96
2575634845,2575630204,0,62
2575636011,2837285513,0,70
2575636011,2837285515,0,57
2575636011,2575636336,0,97
2575636012,2837285550,0,84
2575636012,2575636013,0,98
2575636012,2575636741,0,94
